0	1.528417E-4
1	1.664049E-4
2	1.620219E-4
3	1.544211E-4
4	1.6282E-4
5	1.623769E-4
6	1.559852E-4
7	1.627978E-4
8	1.559977E-4
9	1.660069E-4
10	1.608165E-4
11	1.604024E-4
12	1.544116E-4
13	1.548071E-4
14	1.611976E-4
15	1.624114E-4
16	1.604118E-4
17	1.572094E-4
18	1.604118E-4
19	1.624258E-4
20	1.648119E-4
21	1.66396E-4
22	1.560095E-4
23	1.624023E-4
24	1.632075E-4
25	1.633154E-4
26	1.720235E-4
27	1.564228E-4
28	1.644193E-4
29	1.62799E-4
30	1.568095E-4
31	1.544048E-4
32	1.584165E-4
33	1.600159E-4
34	1.640159E-4
35	1.568117E-4
36	1.560047E-4
37	1.568119E-4
38	1.564162E-4
39	1.584136E-4
40	1.660071E-4
41	1.580048E-4
42	1.636048E-4
43	1.652116E-4
44	1.539978E-4
45	1.608141E-4
46	1.668023E-4
47	1.620092E-4
48	1.655548E-4
49	1.636117E-4
50	1.592002E-4
51	1.639973E-4
52	1.524069E-4
53	1.652E-4
54	1.568098E-4
55	1.619976E-4
56	1.659985E-4
57	1.600177E-4
58	1.62E-4
59	1.639952E-4
60	1.636237E-4
61	1.664118E-4
62	1.644162E-4
63	1.544118E-4
64	1.628023E-4
65	1.628116E-4
66	1.616141E-4
67	1.63198E-4
68	1.676001E-4
69	1.884048E-4
70	1.53595E-4
71	1.620116E-4
72	1.584423E-4
73	1.636099E-4
74	1.580046E-4
75	1.580115E-4
76	1.620141E-4
77	1.552116E-4
78	1.608002E-4
79	1.640047E-4
80	1.552E-4
81	1.908174E-4
82	1.560099E-4
83	1.608138E-4
84	1.684118E-4
85	1.524094E-4
86	1.564116E-4
87	1.572116E-4
88	1.640045E-4
89	1.640141E-4
90	1.552618E-4
91	1.612168E-4
92	1.640093E-4
93	1.612094E-4
94	1.656048E-4
95	1.644072E-4
96	2.296023E-4
97	3.576117E-4
98	1.627893E-4
99	1.596071E-4
100	1.608024E-4
101	1.556045E-4
102	1.592159E-4
103	1.648024E-4
104	1.619936E-4
105	1.636E-4
106	1.648071E-4
107	1.696188E-4
108	1.644197E-4
109	1.640142E-4
110	2.252184E-4
111	1.552048E-4
112	1.540047E-4
113	1.624195E-4
114	1.576048E-4
115	1.536143E-4
116	1.940143E-4
117	1.572047E-4
118	1.588144E-4
119	1.619931E-4
120	1.620201E-4
121	1.636136E-4
122	1.628047E-4
123	1.636186E-4
124	1.644048E-4
125	1.904073E-4
126	1.612114E-4
127	1.624119E-4
128	1.612245E-4
129	1.604049E-4
130	1.592233E-4
131	1.588116E-4
132	1.55617E-4
133	1.548094E-4
134	1.532092E-4
135	1.643962E-4
136	1.706044E-4
137	1.680168E-4
138	1.563979E-4
139	1.668024E-4
140	1.860143E-4
141	1.645805E-4
142	1.615833E-4
143	1.532094E-4
144	1.624241E-4
145	1.664047E-4
146	1.615605E-4
147	1.588143E-4
148	1.62418E-4
149	1.616004E-4
150	1.644071E-4
151	2.336093E-4
152	1.544191E-4
153	1.588049E-4
154	1.564229E-4
155	1.632048E-4
156	1.632094E-4
157	1.555977E-4
158	1.528001E-4
159	1.588184E-4
160	1.612071E-4
161	1.916048E-4
162	1.604159E-4
163	1.632E-4
164	1.620138E-4
165	1.60407E-4
166	2.368024E-4
167	1.588093E-4
168	1.576049E-4
169	1.636024E-4
170	1.640048E-4
171	1.56012E-4
172	1.596022E-4
173	1.592046E-4
174	1.624026E-4
175	1.564093E-4
176	1.588078E-4
177	1.532024E-4
178	1.608025E-4
179	1.648415E-4
180	1.640309E-4
181	1.620001E-4
182	1.616182E-4
183	1.544E-4
184	1.556071E-4
185	1.64007E-4
186	1.664046E-4
187	1.751977E-4
188	1.611929E-4
189	1.548092E-4
190	1.640092E-4
191	1.644095E-4
192	2.167976E-4
193	1.632118E-4
194	1.60807E-4
195	2.436211E-4
196	1.547983E-4
197	1.632072E-4
198	1.632027E-4
199	1.608095E-4
200	1.623953E-4
201	1.60814E-4
202	1.548115E-4
203	1.584146E-4
204	1.643839E-4
205	1.644E-4
206	1.588047E-4
207	1.644186E-4
208	1.652068E-4
209	1.576072E-4
210	1.632023E-4
211	1.644115E-4
212	1.620098E-4
213	1.650893E-4
214	1.640122E-4
215	1.528141E-4
216	1.524143E-4
217	1.631926E-4
218	1.640046E-4
219	1.660094E-4
220	1.620071E-4
221	1.627977E-4
222	1.664146E-4
223	1.584032E-4
224	1.628116E-4
225	1.59614E-4
226	1.552069E-4
227	1.556046E-4
228	1.608072E-4
229	1.671911E-4
230	1.552187E-4
231	1.584095E-4
232	1.560163E-4
233	1.564095E-4
234	1.608048E-4
235	1.700093E-4
236	1.636067E-4
237	1.636093E-4
238	1.560117E-4
239	1.640121E-4
240	1.640298E-4
241	1.580048E-4
242	1.571955E-4
243	1.656184E-4
244	1.615953E-4
245	1.624138E-4
246	1.624188E-4
247	1.576093E-4
248	1.780092E-4
249	1.632164E-4
250	1.604096E-4
251	1.648162E-4
252	1.560095E-4
253	1.632025E-4
254	1.703491E-4
255	1.584093E-4
256	1.612094E-4
257	1.624173E-4
258	1.636223E-4
259	1.640256E-4
260	1.552047E-4
261	1.568001E-4
262	1.596209E-4
263	1.612095E-4
264	1.611931E-4
265	1.596112E-4
266	1.572048E-4
267	1.564072E-4
268	1.580182E-4
269	1.636023E-4
270	1.664116E-4
271	1.587977E-4
272	1.636025E-4
273	1.656024E-4
274	1.628072E-4
275	1.585696E-4
276	1.57193E-4
277	1.628072E-4
278	1.620072E-4
279	1.655999E-4
280	1.612025E-4
281	1.616119E-4
282	1.639976E-4
283	1.644001E-4
284	1.656073E-4
285	1.57594E-4
286	1.560024E-4
287	1.564E-4
288	1.596074E-4
289	1.648142E-4
290	1.648093E-4
291	1.636071E-4
292	1.59212E-4
293	1.66E-4
294	1.544117E-4
295	1.608021E-4
296	1.964069E-4
297	1.584048E-4
298	1.904048E-4
299	1.528138E-4
300	1.564048E-4
301	1.528095E-4
302	1.583724E-4
303	1.576E-4
304	1.62821E-4
305	1.596069E-4
306	1.659776E-4
307	1.636093E-4
308	1.608094E-4
309	1.652091E-4
310	1.619906E-4
311	1.548068E-4
312	1.527909E-4
313	1.608145E-4
314	1.644141E-4
315	1.643885E-4
316	1.548169E-4
317	1.548094E-4
318	1.564047E-4
319	1.567931E-4
320	1.620071E-4
321	1.648069E-4
322	1.679775E-4
323	1.632068E-4
324	1.572114E-4
325	1.639708E-4
326	1.580025E-4
327	1.663805E-4
328	2.636139E-4
329	1.540047E-4
330	1.619911E-4
331	1.596047E-4
332	1.636091E-4
333	1.620048E-4
334	1.588046E-4
335	1.632094E-4
336	1.656071E-4
337	1.636094E-4
338	1.616093E-4
339	1.564142E-4
340	1.660072E-4
341	1.636001E-4
342	2.516094E-4
343	1.635923E-4
344	1.631982E-4
345	1.648185E-4
346	1.568047E-4
347	1.560159E-4
348	1.555977E-4
349	1.564164E-4
350	1.616096E-4
351	1.652121E-4
352	1.628117E-4
353	1.647953E-4
354	1.66007E-4
355	1.563974E-4
356	1.660204E-4
357	1.656188E-4
358	1.552118E-4
359	1.564071E-4
360	1.636094E-4
361	1.704027E-4
362	1.612277E-4
363	1.592142E-4
364	1.570296E-4
365	1.572066E-4
366	1.564071E-4
367	1.644141E-4
368	1.668091E-4
369	1.672139E-4
370	1.639961E-4
371	1.635977E-4
372	1.576071E-4
373	1.604117E-4
374	1.608047E-4
375	1.640117E-4
376	1.640116E-4
377	1.608116E-4
378	1.584095E-4
379	1.660046E-4
380	1.652165E-4
381	1.632092E-4
382	1.628022E-4
383	1.616164E-4
384	1.656071E-4
385	1.636071E-4
386	2.348141E-4
387	1.600049E-4
388	1.603973E-4
389	1.648119E-4
390	1.636002E-4
391	1.632046E-4
392	1.603978E-4
393	1.54809E-4
394	1.612024E-4
395	1.632048E-4
396	1.644047E-4
397	1.65498E-4
398	1.640095E-4
399	1.548072E-4
400	1.556048E-4
401	1.564069E-4
402	1.604166E-4
403	1.644E-4
404	1.664023E-4
405	1.643928E-4
406	1.653652E-4
407	1.580224E-4
408	1.600213E-4
409	1.640114E-4
410	1.664024E-4
411	1.632118E-4
412	1.624118E-4
413	1.656071E-4
414	1.616209E-4
415	2.088001E-4
416	1.568184E-4
417	1.652118E-4
418	1.668117E-4
419	1.664163E-4
420	1.660167E-4
421	1.591928E-4
422	1.548192E-4
423	1.612539E-4
424	1.64007E-4
425	1.632188E-4
426	1.549782E-4
427	1.53598E-4
428	1.632049E-4
429	1.656049E-4
430	1.648182E-4
431	1.624117E-4
432	1.627609E-4
433	1.580093E-4
434	1.556348E-4
435	1.572E-4
436	1.608071E-4
437	1.616067E-4
438	1.656024E-4
439	1.647979E-4
440	1.59614E-4
441	1.560047E-4
442	1.632071E-4
443	1.659448E-4
444	1.672071E-4
445	1.639699E-4
446	1.644049E-4
447	1.648066E-4
448	1.720144E-4
449	1.632093E-4
450	1.579999E-4
451	1.580023E-4
452	1.57984E-4
453	1.636067E-4
454	1.640047E-4
455	1.656117E-4
456	1.672118E-4
457	1.636747E-4
458	1.624049E-4
459	1.948118E-4
460	1.560047E-4
461	1.628138E-4
462	1.66009E-4
463	1.624118E-4
464	1.620192E-4
465	1.636154E-4
466	1.932071E-4
467	1.668023E-4
468	1.632185E-4
469	1.660072E-4
470	1.628168E-4
471	1.568117E-4
472	1.780025E-4
473	1.647935E-4
474	1.560123E-4
475	1.54384E-4
476	1.552117E-4
477	1.588048E-4
478	1.624234E-4
479	1.633422E-4
480	1.544094E-4
481	1.576118E-4
482	1.672209E-4
483	1.632094E-4
484	1.636143E-4
485	2.748116E-4
486	1.644142E-4
487	1.659224E-4
488	1.636E-4
489	1.692117E-4
490	1.62807E-4
491	1.628165E-4
492	1.664059E-4
493	1.588096E-4
494	1.712095E-4
495	1.640095E-4
496	1.620143E-4
497	1.704095E-4
498	1.648023E-4
499	1.632071E-4
